job_id,titre,secteur,localisation,type_contrat,groupe_contrat,entreprise,type_entreprise,poste,date_publication,description,profil,competences,localisation_norm,text_profile
NONREF000053,Auxiliaires en pharmacie,"Santé, Pharmacie & Recherche Scientifique",POINTE-NOIRE,CDD,Emploi Temporaire,PHARMACIE CROIX DU SUD,,5.0,2025-01-29 00:00:00,,,,pointe-noire,"Auxiliaires en pharmacie Santé, Pharmacie & Recherche Scientifique"
JOB250002020,Auxiliaire en Pharmacie,"Santé, Pharmacie & Recherche Scientifique",POINTE-NOIRE,CDD,Emploi Temporaire,Pharmacie Croix du Sud ,,1.0,2025-08-20 00:00:00,,,,pointe-noire,"Auxiliaire en Pharmacie Santé, Pharmacie & Recherche Scientifique"
JOB250002473,Auxiliaire en Pharmacie,"Santé, Pharmacie & Recherche Scientifique",POINTE-NOIRE,CDD,Emploi Temporaire,Pharmacie Croix du Sud ,,1.0,2025-10-22 00:00:00,,,,pointe-noire,"Auxiliaire en Pharmacie Santé, Pharmacie & Recherche Scientifique"
JOB250001113,Preparateur en pharmacie,"Santé, Pharmacie & Recherche Scientifique",BRAZZAVILLE,CDD,Emploi Temporaire,Pharmacie DAFFE,,1.0,2025-05-12 00:00:00,,,,brazzaville,"Preparateur en pharmacie Santé, Pharmacie & Recherche Scientifique"
JOB250001120,Vendeur en Pharmacie,"Santé, Pharmacie & Recherche Scientifique",BRAZZAVILLE,CDD,Emploi Temporaire,Pharmacie DAFFE,,1.0,2025-05-12 00:00:00,,,,brazzaville,"Vendeur en Pharmacie Santé, Pharmacie & Recherche Scientifique"
JOB250001012,Vendeur en Pharmacie,"Santé, Pharmacie & Recherche Scientifique",BRAZZAVILLE,CDI,Emploi Durable,pharmacie Galien,,1.0,2025-04-29 00:00:00,,,,brazzaville,"Vendeur en Pharmacie Santé, Pharmacie & Recherche Scientifique"
JOB250002510,TRADUCTEUR-COORDINATEUR,"Bâtiment, Travaux Publics & Aménagement du Territoire",BRAZZAVILLE,CDD,Emploi Temporaire,PIPELINE DU CONGO,,1.0,2025-10-24 00:00:00,,,,brazzaville,"TRADUCTEUR-COORDINATEUR Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002512,Directeur des Opérations,ONG & Social,BRAZZAVILLE,CDI,Emploi Durable,PIPELINE DU CONGO,,1.0,2025-10-24 00:00:00,,,,brazzaville,Directeur des Opérations ONG & Social
JOB250002513,CONSEILLER DU DIRECTEUR GENERAL,"Bâtiment, Travaux Publics & Aménagement du Territoire",BRAZZAVILLE,CDI,Emploi Durable,PIPELINE DU CONGO,,1.0,2025-10-24 00:00:00,,,,brazzaville,"CONSEILLER DU DIRECTEUR GENERAL Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002517,Directeur des Opérations,ONG & Social,BRAZZAVILLE,CDI,Emploi Durable,PIPELINE DU CONGO,,1.0,2025-10-27 00:00:00,,,,brazzaville,Directeur des Opérations ONG & Social
JOB250002518,CONSEILLER DU DIRECTEUR GENERAL,"Bâtiment, Travaux Publics & Aménagement du Territoire",BRAZZAVILLE,CDI,Emploi Durable,PIPELINE DU CONGO,,1.0,2025-10-27 00:00:00,,,,brazzaville,"CONSEILLER DU DIRECTEUR GENERAL Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002519,TRADUCTEUR-COORDINATEUR,"Bâtiment, Travaux Publics & Aménagement du Territoire",BRAZZAVILLE,CDI,Emploi Durable,PIPELINE DU CONGO,,1.0,2025-10-27 00:00:00,,,,brazzaville,"TRADUCTEUR-COORDINATEUR Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250000895,Directeur Général,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,PLATEFORMES INDUSTRIELLES DU CONGO PIC,,1.0,2025-03-25 00:00:00,,,,pointe-noire,"Directeur Général Industrie, Production & Maintenance"
JOB250000896,RESPONSABLE DE L'ENVIRONNEMENT DU SOCIAL ET DE LA GOUVERNANCE,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,PLATEFORMES INDUSTRIELLES DU CONGO PIC,,1.0,2025-03-26 00:00:00,,,,pointe-noire,"RESPONSABLE DE L'ENVIRONNEMENT DU SOCIAL ET DE LA GOUVERNANCE Industrie, Production & Maintenance"
JOB250001695,Superviseur Projet,"Commerce, Vente, Marketing & Distribution",POINTE-NOIRE,CDD,Emploi Temporaire,PLATEFORMES INDUSTRIELLES DU CONGO PIC,,1.0,2025-07-15 00:00:00,,,,pointe-noire,"Superviseur Projet Commerce, Vente, Marketing & Distribution"
JOB250001711,RESPONSABLE FINANCIER,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDD,Emploi Temporaire,PLATEFORMES INDUSTRIELLES DU CONGO PIC,,1.0,2025-07-18 00:00:00,,,,pointe-noire,"RESPONSABLE FINANCIER Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001772,RESPONSABLE FINANCIER,"Industrie, Production & Maintenance",Kouilou,CDD,Emploi Temporaire,PLATEFORMES INDUSTRIELLES DU CONGO PIC,,1.0,2025-07-25 00:00:00,,,,kouilou,"RESPONSABLE FINANCIER Industrie, Production & Maintenance"
JOB250002511,Assistant Corporate,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,PLATEFORMES INDUSTRIELLES DU CONGO PIC,,1.0,2025-10-24 00:00:00,,,,brazzaville,"Assistant Corporate Commerce, Vente, Marketing & Distribution"
JOB250002514,Assistant Ressources Humaines,"Conseil, Stratégie & Gestion des Ressources Humaines",LOANGO,CDD,Emploi Temporaire,PLATEFORMES INDUSTRIELLES DU CONGO PIC,,1.0,2025-10-24 00:00:00,,,,loango,"Assistant Ressources Humaines Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250002525,Architecte,"Informatique, Data, Télécommunications & Digital",POINTE-NOIRE,CDD,Emploi Temporaire,PLATEFORMES INDUSTRIELLES DU CONGO PIC,,1.0,2025-10-27 00:00:00,,,,pointe-noire,"Architecte Informatique, Data, Télécommunications & Digital"
JOB250000872,SUPERVISEUR YARD,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDD,Emploi Temporaire,PLP (PROSPER LESTER & PARTNERS ),,1.0,2025-03-19 00:00:00,,,,pointe-noire,"SUPERVISEUR YARD Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250000875,AGENT ADMINISTRATIF,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,CDD,Emploi Temporaire,PLP (PROSPER LESTER & PARTNERS ),,1.0,2025-03-19 00:00:00,,,,pointe-noire,"AGENT ADMINISTRATIF Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001530,COMPTABLE FISCALISTE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDI,Emploi Durable,PLP (PROSPER LESTER & PARTNERS ),,1.0,2025-06-26 00:00:00,,,,pointe-noire,"COMPTABLE FISCALISTE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002103,Consultant Juridique et Fiscal,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDI,Emploi Durable,PLP (PROSPER LESTER & PARTNERS ),,1.0,2025-09-02 00:00:00,,,,pointe-noire,"Consultant Juridique et Fiscal Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002748,Consultant Juridique et Fiscal,"Finance, Banque, Assurance, Comptabilité & Fiscalité",POINTE-NOIRE,CDI,Emploi Durable,PLP (PROSPER LESTER & PARTNERS ),,1.0,2025-12-01 00:00:00,,,,pointe-noire,"Consultant Juridique et Fiscal Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001571,TECHNICIEN DE LABORATOIRE BIOMEDICAL,"Santé, Pharmacie & Recherche Scientifique",BRAZZAVILLE,CDD,Emploi Temporaire,POLYCLINIQUE PRODIGE,,1.0,2025-07-02 00:00:00,,,,brazzaville,"TECHNICIEN DE LABORATOIRE BIOMEDICAL Santé, Pharmacie & Recherche Scientifique"
JOB250000881,Grutiers,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,PONTICELLI CONGO,,1.0,2025-03-19 00:00:00,,,,pointe-noire,"Grutiers Transport, Logistique & Supply Chain"
JOB250000882,OPERATEUR,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,PONTICELLI CONGO,,1.0,2025-03-19 00:00:00,,,,pointe-noire,"OPERATEUR Industrie, Production & Maintenance"
JOB250001018,RESPONSABLE DE RESOURCE HUMAINES,"Industrie, Production & Maintenance",POINTE-NOIRE,CDI,Emploi Durable,PONTICELLI CONGO,,1.0,2025-04-30 00:00:00,,,,pointe-noire,"RESPONSABLE DE RESOURCE HUMAINES Industrie, Production & Maintenance"
JOB250001381,Chargé d'Affaire,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,PONTICELLI CONGO,,1.0,2025-06-11 00:00:00,,,,pointe-noire,"Chargé d'Affaire Industrie, Production & Maintenance"
JOB250001538,SUPERVISEUR MGO,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,PONTICELLI CONGO,,1.0,2025-06-27 00:00:00,,,,pointe-noire,"SUPERVISEUR MGO Industrie, Production & Maintenance"
JOB250001539,SUPERVISEURSTRUCTURE,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,PONTICELLI CONGO,,1.0,2025-06-27 00:00:00,,,,pointe-noire,"SUPERVISEURSTRUCTURE Industrie, Production & Maintenance"
JOB250001540,SUPERVISEUR,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,PONTICELLI CONGO,,1.0,2025-06-27 00:00:00,,,,pointe-noire,"SUPERVISEUR Industrie, Production & Maintenance"
JOB250002682,Chef d'equipe,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,PONTICELLI CONGO,,1.0,2025-11-19 00:00:00,,,,pointe-noire,"Chef d'equipe Industrie, Production & Maintenance"
JOB250002140,Planificateur,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDD,Emploi Temporaire,POWERMAN,,1.0,2025-09-05 00:00:00,,,,pointe-noire,"Planificateur Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002142,Conducteur de Travaux Génie Civil,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDD,Emploi Temporaire,POWERMAN,,1.0,2025-09-05 00:00:00,,,,pointe-noire,"Conducteur de Travaux Génie Civil Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002143,Directeur de Site,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDD,Emploi Temporaire,POWERMAN,,1.0,2025-09-05 00:00:00,,,,pointe-noire,"Directeur de Site Bâtiment, Travaux Publics & Aménagement du Territoire"
JOB250002144,Responsable Logistique,"Transport, Logistique & Supply Chain",POINTE-NOIRE,CDD,Emploi Temporaire,POWERMAN,,1.0,2025-09-05 00:00:00,,,,pointe-noire,"Responsable Logistique Transport, Logistique & Supply Chain"
JOB250002146,ResponsableMécanique,"Industrie, Production & Maintenance",POINTE-NOIRE,CDD,Emploi Temporaire,POWERMAN,,1.0,2025-09-05 00:00:00,,,,pointe-noire,"ResponsableMécanique Industrie, Production & Maintenance"
JOB250002148,"ResponsableHSSE (Hygiène, Santé, Sécurité et Environnement)","Assurance Qualité, Contrôle, Testing (QHSE)",POINTE-NOIRE,CDD,Emploi Temporaire,POWERMAN,,1.0,2025-09-05 00:00:00,,,,pointe-noire,"ResponsableHSSE (Hygiène, Santé, Sécurité et Environnement) Assurance Qualité, Contrôle, Testing (QHSE)"
JOB250002312,LOGISTICIEN,"Informatique, Data, Télécommunications & Digital",BRAZZAVILLE,CDD,Emploi Temporaire,PRESTIGE CONCEPT,,1.0,2025-09-26 00:00:00,,,,brazzaville,"LOGISTICIEN Informatique, Data, Télécommunications & Digital"
JOB250001323,Directeur Général,"Industrie, Production & Maintenance",POINTE-NOIRE,CDI,Emploi Durable,PREZIOSO CONGO,,1.0,2025-06-04 00:00:00,,,,pointe-noire,"Directeur Général Industrie, Production & Maintenance"
JOB250002246,PEINTRE INDUSTRIEL,"Bâtiment, Travaux Publics & Aménagement du Territoire",POINTE-NOIRE,CDD,Emploi Temporaire,PREZIOSO CONGO,,1.0,2025-09-16 00:00:00,,,,pointe-noire,"PEINTRE INDUSTRIEL Bâtiment, Travaux Publics & Aménagement du Territoire"
NONREF000105,Comptable transitaire,Agriculture & Industrie Agroalimentaire,POINTE-NOIRE,CDD,Emploi Temporaire,PRIMA MARKET CONGO,,1.0,2025-01-06 00:00:00,,,,pointe-noire,Comptable transitaire Agriculture & Industrie Agroalimentaire
JOB250001239,Fiscaliste,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,PRIMA-MARKET CONGO ,,1.0,2025-05-26 00:00:00,,,,brazzaville,"Fiscaliste Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002804,COMPTABLE SPECIALISTE DES RAPPROCHEMENTS,Divers,BRAZZAVILLE,CDD,Emploi Temporaire,PRIMA-MARKET CONGO ,,1.0,2025-12-11 00:00:00,,,,brazzaville,COMPTABLE SPECIALISTE DES RAPPROCHEMENTS Divers
JOB250002805,Assistant de Direction,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,PRIMA-MARKET CONGO ,,1.0,2025-12-11 00:00:00,,,,brazzaville,"Assistant de Direction Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250002806,Archiviste,"Pétrole, Gaz & Hydrocarbures",BRAZZAVILLE,CDD,Emploi Temporaire,PRIMA-MARKET CONGO ,,1.0,2025-12-11 00:00:00,,,,brazzaville,"Archiviste Pétrole, Gaz & Hydrocarbures"
JOB250001275,Directeur Général,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,PROGLASS,,1.0,2025-05-30 00:00:00,,,,brazzaville,"Directeur Général Commerce, Vente, Marketing & Distribution"
JOB250001298,SECRETAIRE DE DIRECTION,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,PROGLASS,,1.0,2025-06-03 00:00:00,,,,brazzaville,"SECRETAIRE DE DIRECTION Commerce, Vente, Marketing & Distribution"
JOB250001299,COMPTABLE FISCALISTE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,PROGLASS,,1.0,2025-06-03 00:00:00,,,,brazzaville,"COMPTABLE FISCALISTE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001375,VITRIER,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,PROGLASS,,1.0,2025-06-11 00:00:00,,,,brazzaville,"VITRIER Commerce, Vente, Marketing & Distribution"
JOB250002665,Coordinateur Commissionning,"Pétrole, Gaz & Hydrocarbures",POINTE-NOIRE,CDD,Emploi Temporaire,PROJETS TECHNIQUES CONGO (PROTECO),,1.0,2025-11-18 00:00:00,,,,pointe-noire,"Coordinateur Commissionning Pétrole, Gaz & Hydrocarbures"
NONREF000112,Country manager,"Industrie, Production & Maintenance",POINTE-NOIRE,CDI,Emploi Durable,PROMAR,,1.0,2025-01-02 00:00:00,,,,pointe-noire,"Country manager Industrie, Production & Maintenance"
JOB250001297,COMPTABLE FISCALISTE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,PROPHARMA,,1.0,2025-06-02 00:00:00,,,,brazzaville,"COMPTABLE FISCALISTE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001413,SECRETAIRE DE DIRECTION,"Santé, Pharmacie & Recherche Scientifique",BRAZZAVILLE,CDD,Emploi Temporaire,PROPHARMA,,1.0,2025-06-13 00:00:00,,,,brazzaville,"SECRETAIRE DE DIRECTION Santé, Pharmacie & Recherche Scientifique"
JOB250001714,DELEGUE MEDICAL,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,PROPHARMA,,1.0,2025-07-21 00:00:00,,,,brazzaville,"DELEGUE MEDICAL Commerce, Vente, Marketing & Distribution"
JOB250002506,Chauffeur,"Transport, Logistique & Supply Chain",BRAZZAVILLE,CDD,Emploi Temporaire,PROPHARMA,,1.0,2025-10-24 00:00:00,,,,brazzaville,"Chauffeur Transport, Logistique & Supply Chain"
JOB250000987,Assistant déclarant en douane,"Transport, Logistique & Supply Chain",POINTE-NOIRE,Contrat d'apprentissage,Alternance,PROSAAC,,1.0,2025-04-24 00:00:00,,,,pointe-noire,"Assistant déclarant en douane Transport, Logistique & Supply Chain"
STG250000989,Assistant déclarant en douane,"Transport, Logistique & Supply Chain",MAYOKO,Stage professionnel,Stages Classiques,PROSAAC,,1.0,2025-04-24 00:00:00,,,,mayoko,"Assistant déclarant en douane Transport, Logistique & Supply Chain"
STG250000988,Assistante de direction,"Conseil, Stratégie & Gestion des Ressources Humaines",MAYOKO,Stage professionnel,Stages Classiques,PROSAAC,,1.0,2025-04-24 00:00:00,,,,mayoko,"Assistante de direction Conseil, Stratégie & Gestion des Ressources Humaines"
STG250002322,Commercial,"Commerce, Vente, Marketing & Distribution",MAYOKO,Stage professionnel,Stages Classiques,PROSAAC,,1.0,2025-09-30 00:00:00,,,,mayoko,"Commercial Commerce, Vente, Marketing & Distribution"
STG250002321,Assistante de Direction,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,Stage professionnel,Stages Classiques,PROSAAC,,1.0,2025-09-30 00:00:00,,,,pointe-noire,"Assistante de Direction Conseil, Stratégie & Gestion des Ressources Humaines"
NONREF000029,Assistant du manager de projet,"Conseil, Stratégie & Gestion des Ressources Humaines",POINTE-NOIRE,CDD,Emploi Temporaire,PROTECO DFC,,1.0,2025-02-14 00:00:00,,,,pointe-noire,"Assistant du manager de projet Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250000897,Directeur Commercial,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDI,Emploi Durable,Puma International Congo,,1.0,2025-03-26 00:00:00,,,,brazzaville,"Directeur Commercial Commerce, Vente, Marketing & Distribution"
JOB250000898,Représentant du service à la clientèle,Gestion Administrative,BRAZZAVILLE,CDI,Emploi Durable,Puma International Congo,,1.0,2025-03-26 00:00:00,,,,brazzaville,Représentant du service à la clientèle Gestion Administrative
JOB250000913,Tax Manager,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDI,Emploi Durable,Puma International Congo,,1.0,2025-04-01 00:00:00,,,,brazzaville,"Tax Manager Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002646,SALES REPRESENTATIVE,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,Puma International Congo,,1.0,2025-11-14 00:00:00,,,,brazzaville,"SALES REPRESENTATIVE Commerce, Vente, Marketing & Distribution"
JOB250001122,Conseiller Relation clientèle Entreprise Senior -pour la Direction Trading,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-05-12 00:00:00,,,,brazzaville,"Conseiller Relation clientèle Entreprise Senior -pour la Direction Trading Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001123,Conseiller clientèle Particulier -pour la Direction Trading,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-05-12 00:00:00,,,,brazzaville,"Conseiller clientèle Particulier -pour la Direction Trading Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001135,Animateur Formateur -pour la Direction Trading,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-05-12 00:00:00,,,,brazzaville,"Animateur Formateur -pour la Direction Trading Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001736,Directeur Général,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-07-23 00:00:00,,,,brazzaville,"Directeur Général Commerce, Vente, Marketing & Distribution"
JOB250001742,SUPERVISEUR DE L'EQUIPE DE NETTOYAGE,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-07-23 00:00:00,,,,brazzaville,"SUPERVISEUR DE L'EQUIPE DE NETTOYAGE Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001743,SUPERVISEUR DE L'EQUIPE DE NETTOYAGE,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-07-23 00:00:00,,,,brazzaville,"SUPERVISEUR DE L'EQUIPE DE NETTOYAGE Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001744,SUPERVISEUR DE L'EQUIPE DE NETTOYAGE,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-07-23 00:00:00,,,,brazzaville,"SUPERVISEUR DE L'EQUIPE DE NETTOYAGE Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001746,SUPERVISEUR DE L'EQUIPE DE NETTOYAGE,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-07-23 00:00:00,,,,brazzaville,"SUPERVISEUR DE L'EQUIPE DE NETTOYAGE Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001752,RESPONSABLE DELA SECURITE,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-07-23 00:00:00,,,,brazzaville,"RESPONSABLE DELA SECURITE Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001757,Directeur Général,"Informatique, Data, Télécommunications & Digital",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-07-24 00:00:00,,,,brazzaville,"Directeur Général Informatique, Data, Télécommunications & Digital"
JOB250001976,DIRECTEUR DE LA FISCALITE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDI,Emploi Durable,QUANTICO RH,,1.0,2025-08-18 00:00:00,,,,brazzaville,"DIRECTEUR DE LA FISCALITE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001977,DIRECTEUR GENERAL DE LA SOCIETE DE BOURSE,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-08-18 00:00:00,,,,brazzaville,"DIRECTEUR GENERAL DE LA SOCIETE DE BOURSE Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002693,Chef de service protocole et relations publiques,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-11-21 00:00:00,,,,brazzaville,"Chef de service protocole et relations publiques Commerce, Vente, Marketing & Distribution"
JOB250002694,Chef de service fiscalité,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDI,Emploi Durable,QUANTICO RH,,1.0,2025-11-21 00:00:00,,,,brazzaville,"Chef de service fiscalité Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002695,CHEF DE SERVICE PROTOCOLE ET RELATIONS PUBLIQUES,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDI,Emploi Durable,QUANTICO RH,,1.0,2025-11-21 00:00:00,,,,brazzaville,"CHEF DE SERVICE PROTOCOLE ET RELATIONS PUBLIQUES Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250002751,Responsable de la formation,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-12-01 00:00:00,,,,brazzaville,Responsable de la formation Hôtellerie - Restauration
NONREF000403,Agent d'opération à la clientèle,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-12-26,,,,brazzaville,"Agent d'opération à la clientèle Conseil, Stratégie & Gestion des Ressources Humaines"
NONREF000406,Agent d'opération à la clientèle,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,QUANTICO RH,,1.0,2025-12-24,,,,brazzaville,"Agent d'opération à la clientèle Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001010,CAISSIER,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-04-29 00:00:00,,,,brazzaville,"CAISSIER Finance, Banque, Assurance, Comptabilité & Fiscalité"
JOB250001111,TECHNICIENS DE MAITRISE,"Informatique, Data, Télécommunications & Digital",BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-05-12 00:00:00,,,,brazzaville,"TECHNICIENS DE MAITRISE Informatique, Data, Télécommunications & Digital"
JOB250001170,COMMERCIAL DE TERRAIN D'INTERNET RESIDENTIEL,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-05-16 00:00:00,,,,brazzaville,"COMMERCIAL DE TERRAIN D'INTERNET RESIDENTIEL Commerce, Vente, Marketing & Distribution"
JOB250001236,DIRECTEUR DES RESSOURCES HUMAINES,"Conseil, Stratégie & Gestion des Ressources Humaines",BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-05-25 00:00:00,,,,brazzaville,"DIRECTEUR DES RESSOURCES HUMAINES Conseil, Stratégie & Gestion des Ressources Humaines"
JOB250001333,Gouvernant Général,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-06-06 00:00:00,,,,brazzaville,Gouvernant Général Hôtellerie - Restauration
JOB250001748,LE RADISSON M'BAMOU PALACE HOTEL RECRUTE:,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-07-23 00:00:00,,,,brazzaville,"LE RADISSON M'BAMOU PALACE HOTEL RECRUTE: Commerce, Vente, Marketing & Distribution"
JOB250002055,"ASSISTANT DE DIRECTION, CHARGE DE COMMUNICATION ET MARKETING","Communication, Médias & Événementiel",BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-08-27 00:00:00,,,,brazzaville,"ASSISTANT DE DIRECTION, CHARGE DE COMMUNICATION ET MARKETING Communication, Médias & Événementiel"
JOB250002063,CHARGE DE RELATION CLIENT,"Commerce, Vente, Marketing & Distribution",BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-08-29 00:00:00,,,,brazzaville,"CHARGE DE RELATION CLIENT Commerce, Vente, Marketing & Distribution"
JOB250002332,EXECUTIF CHEF,Hôtellerie - Restauration,BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-10-01 00:00:00,,,,brazzaville,EXECUTIF CHEF Hôtellerie - Restauration
JOB250002643,Chef comptable,"Finance, Banque, Assurance, Comptabilité & Fiscalité",BRAZZAVILLE,CDD,Emploi Temporaire,RADISSON BLU,,1.0,2025-11-12 00:00:00,,,,brazzaville,"Chef comptable Finance, Banque, Assurance, Comptabilité & Fiscalité"
